235/60R18,103V,,7.0 ,6.5-8.5,240,739
255/55R18,109Y,XL,8.0 ,7.0-9.0,265,737
255/55R19,107V,,8.0 ,7.0-9.0,265,763
255/50R19,107Y,XL,8.0 ,7.0-9.0,265,739
255/50R19,103W,,8.0 ,7.0-9.0,265,739
275/45R19,108Y,XL,9.0 ,8.5-10.5,273,731
285/45R19,107V,,9.5 ,9.0-10.5,285,739
275/45R20,110Y,XL,9.0 ,8.5-10.5,273,756
275/40R20,106Y,XL,9.5 ,9.0-11.0,278,728
