215/65R16,98H,,6.5,6.0-7.5,300 ,750 
225/65R17,102H,,6.5,6.0-8.0,300 ,850 
235/60R16,100H,,7.0,6.5-8.5,300 ,800 
235/60R18,103V,,7.0,6.5-8.5,300 ,875 
235/55R17,99V,,7.5,6.5-8.5,300 ,775 
255/55R18,109V,XL,8.0,7.0-9.0,340 ,1030 
235/65R17*,104V,,7.0,6.5-7.5,300 ,900 
265/65R17*,112V,,8.0,7.5-8.5,300 ,1120 
215/60R17*,96V,,6.5,6.0-7.0,300 ,710 
225/60R17*,99V,,6.5,6.0-7.0,300 ,775 
255/60R17*,106V,,7.5,7.0-9.0,300 ,950 
255/50R19*,107V,,8.0,7.0-9.0,300 ,975 
