LT235/85R16,120/116Q,LT,10PR,___,6.5,6.0-7.0,244 ,808 
LT225/75R16,115/112Q,LT,10PR,___,6.0,6.0-7.0,221 ,750 
LT245/75R16,120/116Q,LT,10PR,___,7.0,6.5-7.0,240 ,777 
LT265/75R16,123/120Q,LT,10PR,___,7.5,7.0-8.0,272 ,813 
LT285/75R16,126/123Q,LT,10PR,___,8.0,7.5-9.0,283 ,841 
LT265/70R17,121/118Q,LT,10PR,___,8.0,7.0-8.5,272 ,808 
LT285/70R17,121/118Q,LT,10PR,___,8.5,7.5-9.5,290 ,838 
