255/55R18,109V,XL,8.0,7.0-9.0,262 ,737 
215/65R16,98H,,6.5,6.0-7.5,225 ,691 
255/65R16,109H,,7.5,7.0-9.0,265 ,735 
215/70R16,100H,,6.5,5.5-7.0,226 ,711 
235/70R16,106H,,7.0,6.0-8.0,245 ,733 
245/70R16,107H,,7.0,6.5-8.0,253 ,747 
265/70R16,112H,,8.0,7.0-9.0,277 ,775 
275/70R16,114H,,8.0,7.0-9.0,284 ,789 
